Modelo;Cor;Tam;Códico caixa grade;Descrição modelo;QTD PARES;CAIXA GRADE
4147258;89;390;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;3;M0
4147258;89;412;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;2;M0
4147258;89;434;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;1;M0
4147258;89;456;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;90;290;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;90;312;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;90;334;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;1;M0
4147258;90;356;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;2;M0
4147258;90;378;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;3;M0
4147258;90;390;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;3;M0
4147258;90;412;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;2;M0
4147258;90;434;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;1;M0
4147258;90;456;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;4622;290;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;4622;312;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;4622;334;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;1;M0
4147258;4622;356;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;2;M0
4147258;4622;378;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;3;M0
4147258;4622;390;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;3;M0
4147258;4622;412;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;2;M0
4147258;4622;434;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;1;M0
4147258;4622;456;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;1740;290;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;1740;312;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;1740;334;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;1;M0
4147258;1740;356;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;2;M0
4147258;1740;378;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;3;M0
4147258;1740;390;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;3;M0
4147258;1740;412;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;2;M0
4147258;1740;434;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;1;M0
4147258;1740;456;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;869;290;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;869;312;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;869;334;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;1;M0
4147258;869;356;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;2;M0
4147258;869;378;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;3;M0
4147258;869;390;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;3;M0
4147258;869;412;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;2;M0
4147258;869;434;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;1;M0
4147258;869;456;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;5735;290;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;5735;312;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;5735;334;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;1;M0
4147258;5735;356;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;2;M0
4147258;5735;378;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;3;M0
4147258;5735;390;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;3;M0
4147258;5735;412;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;2;M0
4147258;5735;434;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;1;M0
4147258;5735;456;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;2619;290;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;2619;312;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4147258;2619;334;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;1;M0
4147258;2619;356;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;2;M0
4147258;2619;378;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;3;M0
4147258;2619;390;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;3;M0
4147258;2619;412;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;2;M0
4147258;2619;434;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;1;M0
4147258;2619;456;7014303;SANDÁLIA HAVAIANAS SLIDE CLASSIC;Não recomenda;Não recomenda
4148277;90;334;7015197;SANDÁLIAS HAVAIANAS SLIM SQUARE VELVET;1;F0
4148277;90;356;7015197;SANDÁLIAS HAVAIANAS SLIM SQUARE VELVET;4;F0
4148277;90;378;7015197;SANDÁLIAS HAVAIANAS SLIM SQUARE VELVET;5;F0
4148277;90;390;7015197;SANDÁLIAS HAVAIANAS SLIM SQUARE VELVET;2;F0
4148277;90;412;7015197;SANDÁLIAS HAVAIANAS SLIM SQUARE VELVET;Não recomenda;Não recomenda
4148277;1976;334;7015197;SANDÁLIAS HAVAIANAS SLIM SQUARE VELVET;1;F0
4148277;1976;356;7015197;SANDÁLIAS HAVAIANAS SLIM SQUARE VELVET;4;F0
4148277;1976;378;7015197;SANDÁLIAS HAVAIANAS SLIM SQUARE VELVET;5;F0
4148277;1976;390;7015197;SANDÁLIAS HAVAIANAS SLIM SQUARE VELVET;2;F0
4148277;1976;412;7015197;SANDÁLIAS HAVAIANAS SLIM SQUARE VELVET;Não recomenda;Não recomenda
4148257;90;334;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;1;F0
4148257;90;356;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;4;F0
4148257;90;378;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;5;F0
4148257;90;390;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;2;F0
4148257;90;412;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;Não recomenda;Não recomenda
4148257;1803;334;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;1;F0
4148257;1803;356;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;4;F0
4148257;1803;378;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;5;F0
4148257;1803;390;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;2;F0
4148257;1803;412;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;Não recomenda;Não recomenda
4148257;869;334;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;1;F0
4148257;869;356;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;4;F0
4148257;869;378;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;5;F0
4148257;869;390;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;2;F0
4148257;869;412;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;Não recomenda;Não recomenda
4148257;3581;334;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;1;F0
4148257;3581;356;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;4;F0
4148257;3581;378;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;5;F0
4148257;3581;390;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;2;F0
4148257;3581;412;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;Não recomenda;Não recomenda
4148257;76;334;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;1;F0
4148257;76;356;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;4;F0
4148257;76;378;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;5;F0
4148257;76;390;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;2;F0
4148257;76;412;7015165;SANDÁLIAS HAVAIANAS SLIM SQUARE LOGO METALLIC;Não recomenda;Não recomenda
4148301;90;334;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;1;F0
4148301;90;356;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;4;F0
4148301;90;378;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;5;F0
4148301;90;390;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;2;F0
4148301;90;412;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;Não recomenda;Não recomenda
4148301;3544;334;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;1;F0
4148301;3544;356;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;4;F0
4148301;3544;378;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;5;F0
4148301;3544;390;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;2;F0
4148301;3544;412;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;Não recomenda;Não recomenda
4148301;1;334;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;1;F0
4148301;1;356;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;4;F0
4148301;1;378;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;5;F0
4148301;1;390;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;2;F0
4148301;1;412;7015270;SANDÁLIAS HAVAIANAS SLIM SQUARE LISA;Não recomenda;Não recomenda
4148102;1780;334;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;1;F0
4148102;1780;356;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;4;F0
4148102;1780;378;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;5;F0
4148102;1780;390;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;2;F0
4148102;1780;412;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;Não recomenda;Não recomenda
4148102;3498;334;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;1;F0
4148102;3498;356;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;4;F0
4148102;3498;378;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;5;F0
4148102;3498;390;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;2;F0
4148102;3498;412;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;Não recomenda;Não recomenda
4148102;89;334;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;1;F0
4148102;89;356;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;4;F0
4148102;89;378;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;5;F0
4148102;89;390;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;2;F0
4148102;89;412;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;Não recomenda;Não recomenda
4148102;1750;334;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;1;F0
4148102;1750;356;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;4;F0
4148102;1750;378;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;5;F0
4148102;1750;390;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;2;F0
4148102;1750;412;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;Não recomenda;Não recomenda
4148102;1809;334;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;1;F0
4148102;1809;356;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;4;F0
4148102;1809;378;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;5;F0
4148102;1809;390;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;2;F0
4148102;1809;412;7015016;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER;Não recomenda;Não recomenda
4148272;90;334;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;1;F0
4148272;90;356;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;4;F0
4148272;90;378;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;5;F0
4148272;90;390;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;2;F0
4148272;90;412;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;Não recomenda;Não recomenda
4148272;1803;334;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;1;F0
4148272;1803;356;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;4;F0
4148272;1803;378;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;5;F0
4148272;1803;390;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;2;F0
4148272;1803;412;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;Não recomenda;Não recomenda
4148272;3544;334;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;1;F0
4148272;3544;356;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;4;F0
4148272;3544;378;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;5;F0
4148272;3544;390;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;2;F0
4148272;3544;412;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;Não recomenda;Não recomenda
4148272;154;334;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;1;F0
4148272;154;356;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;4;F0
4148272;154;378;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;5;F0
4148272;154;390;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;2;F0
4148272;154;412;7015178;SANDÁLIA HAVAIANAS SLIM SQUARE MAGIC SEQUIN;Não recomenda;Não recomenda
4148551;5178;334;7015807;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER II;1;F0
4148551;5178;356;7015807;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER II;4;F0
4148551;5178;378;7015807;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER II;5;F0
4148551;5178;390;7015807;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER II;2;F0
4148551;5178;412;7015807;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER II;Não recomenda;Não recomenda
4148551;154;334;7015807;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER II;1;F0
4148551;154;356;7015807;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER II;4;F0
4148551;154;378;7015807;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER II;5;F0
4148551;154;390;7015807;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER II;2;F0
4148551;154;412;7015807;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER II;Não recomenda;Não recomenda
4147906;128;334;7014823;SANDÁLIAS HAVAIANAS SLIM GLITTER STRIPES;1;F0
4147906;128;356;7014823;SANDÁLIAS HAVAIANAS SLIM GLITTER STRIPES;4;F0
4147906;128;378;7014823;SANDÁLIAS HAVAIANAS SLIM GLITTER STRIPES;5;F0
4147906;128;390;7014823;SANDÁLIAS HAVAIANAS SLIM GLITTER STRIPES;2;F0
4147906;128;412;7014823;SANDÁLIAS HAVAIANAS SLIM GLITTER STRIPES;Não recomenda;Não recomenda
4147906;128;434;7014823;SANDÁLIAS HAVAIANAS SLIM GLITTER STRIPES;Não recomenda;Não recomenda
4147906;128;456;7014823;SANDÁLIAS HAVAIANAS SLIM GLITTER STRIPES;Não recomenda;Não recomenda
4147131;3544;334;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;1;M0
4147131;3544;356;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;2;M0
4147131;3544;378;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;3;M0
4147131;3544;390;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;3;M0
4147131;3544;412;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;2;M0
4147131;3544;434;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;1;M0
4147131;3544;456;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;Não recomenda;Não recomenda
4147131;5178;334;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;1;M0
4147131;5178;356;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;2;M0
4147131;5178;378;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;3;M0
4147131;5178;390;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;3;M0
4147131;5178;412;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;2;M0
4147131;5178;434;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;1;M0
4147131;5178;456;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;Não recomenda;Não recomenda
4147131;154;334;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;1;M0
4147131;154;356;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;2;M0
4147131;154;378;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;3;M0
4147131;154;390;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;3;M0
4147131;154;412;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;2;M0
4147131;154;434;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;1;M0
4147131;154;456;7014255;SANDÁLIA HAVAIANAS SLIDE CLASSIC METALLIC;Não recomenda;Não recomenda
4141398;869;356;7011505;SANDÁLIAS HAVAIANAS TOP CAMU;1;M1
4141398;869;378;7011505;SANDÁLIAS HAVAIANAS TOP CAMU;2;M1
4141398;869;390;7011505;SANDÁLIAS HAVAIANAS TOP CAMU;4;M1
4141398;869;412;7011505;SANDÁLIAS HAVAIANAS TOP CAMU;4;M1
4141398;869;434;7011505;SANDÁLIAS HAVAIANAS TOP CAMU;1;M1
4141398;869;456;7011505;SANDÁLIAS HAVAIANAS TOP CAMU;Não recomenda;Não recomenda
4141398;89;356;7011505;SANDÁLIAS HAVAIANAS TOP CAMU;1;M1
4141398;89;378;7011505;SANDÁLIAS HAVAIANAS TOP CAMU;2;M1
4141398;89;390;7011505;SANDÁLIAS HAVAIANAS TOP CAMU;4;M1
4141398;89;412;7011505;SANDÁLIAS HAVAIANAS TOP CAMU;4;M1
4141398;89;434;7011505;SANDÁLIAS HAVAIANAS TOP CAMU;1;M1
4141398;89;456;7011505;SANDÁLIAS HAVAIANAS TOP CAMU;Não recomenda;Não recomenda
4141348;1411;356;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;1;M1
4141348;1411;378;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;2;M1
4141348;1411;390;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;4;M1
4141348;1411;412;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;4;M1
4141348;1411;434;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;1;M1
4141348;1411;456;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;Não recomenda;Não recomenda
4141348;5178;356;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;1;M1
4141348;5178;378;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;2;M1
4141348;5178;390;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;4;M1
4141348;5178;412;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;4;M1
4141348;5178;434;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;1;M1
4141348;5178;456;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;Não recomenda;Não recomenda
4141348;52;356;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;1;M1
4141348;52;378;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;2;M1
4141348;52;390;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;4;M1
4141348;52;412;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;4;M1
4141348;52;434;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;1;M1
4141348;52;456;7011450;SANDÁLIA HAVAIANAS TOP ATHLETIC;Não recomenda;Não recomenda
4147865;3498;356;7014759;SANDÁLIAS HAVAIANAS TOP INK;1;M1
4147865;3498;378;7014759;SANDÁLIAS HAVAIANAS TOP INK;2;M1
4147865;3498;390;7014759;SANDÁLIAS HAVAIANAS TOP INK;4;M1
4147865;3498;412;7014759;SANDÁLIAS HAVAIANAS TOP INK;4;M1
4147865;3498;434;7014759;SANDÁLIAS HAVAIANAS TOP INK;1;M1
4147865;3498;456;7014759;SANDÁLIAS HAVAIANAS TOP INK;Não recomenda;Não recomenda
4147865;212;356;7014759;SANDÁLIAS HAVAIANAS TOP INK;1;M1
4147865;212;378;7014759;SANDÁLIAS HAVAIANAS TOP INK;2;M1
4147865;212;390;7014759;SANDÁLIAS HAVAIANAS TOP INK;4;M1
4147865;212;412;7014759;SANDÁLIAS HAVAIANAS TOP INK;4;M1
4147865;212;434;7014759;SANDÁLIAS HAVAIANAS TOP INK;1;M1
4147865;212;456;7014759;SANDÁLIAS HAVAIANAS TOP INK;Não recomenda;Não recomenda
4147312;570;334;7014883;YOU MALTA METALLIC;1;F0
4147312;570;356;7014883;YOU MALTA METALLIC;4;F0
4147312;570;378;7014883;YOU MALTA METALLIC;5;F0
4147312;570;390;7014883;YOU MALTA METALLIC;2;F0
4147312;570;412;7014883;YOU MALTA METALLIC;Não recomenda;Não recomenda
4147312;3544;334;7014883;YOU MALTA METALLIC;1;F0
4147312;3544;356;7014883;YOU MALTA METALLIC;4;F0
4147312;3544;378;7014883;YOU MALTA METALLIC;5;F0
4147312;3544;390;7014883;YOU MALTA METALLIC;2;F0
4147312;3544;412;7014883;YOU MALTA METALLIC;Não recomenda;Não recomenda
4147312;90;334;7014883;YOU MALTA METALLIC;1;F0
4147312;90;356;7014883;YOU MALTA METALLIC;4;F0
4147312;90;378;7014883;YOU MALTA METALLIC;5;F0
4147312;90;390;7014883;YOU MALTA METALLIC;2;F0
4147312;90;412;7014883;YOU MALTA METALLIC;Não recomenda;Não recomenda
4135102;3544;334;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;1;F0
4135102;3544;356;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;4;F0
4135102;3544;378;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;5;F0
4135102;3544;390;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;2;F0
4135102;3544;412;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;Não recomenda;Não recomenda
4135102;9371;334;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;1;F0
4135102;9371;356;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;4;F0
4135102;9371;378;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;5;F0
4135102;9371;390;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;2;F0
4135102;9371;412;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;Não recomenda;Não recomenda
4135102;1976;334;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;1;F0
4135102;1976;356;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;4;F0
4135102;1976;378;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;5;F0
4135102;1976;390;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;2;F0
4135102;1976;412;7009827;SANDÁLIA HAVAIANAS YOU METALLIC;Não recomenda;Não recomenda
4147238;1976;334;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;1;F0
4147238;1976;356;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;4;F0
4147238;1976;378;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;5;F0
4147238;1976;390;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;2;F0
4147238;1976;412;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;Não recomenda;Não recomenda
4147238;3544;334;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;1;F0
4147238;3544;356;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;4;F0
4147238;3544;378;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;5;F0
4147238;3544;390;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;2;F0
4147238;3544;412;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;Não recomenda;Não recomenda
4144756;154;334;7012557;SANDÁLIA HAVAIANAS TWIST;1;F0
4144756;154;356;7012557;SANDÁLIA HAVAIANAS TWIST;4;F0
4144756;154;378;7012557;SANDÁLIA HAVAIANAS TWIST;5;F0
4144756;154;390;7012557;SANDÁLIA HAVAIANAS TWIST;2;F0
4144756;154;412;7012557;SANDÁLIA HAVAIANAS TWIST;Não recomenda;Não recomenda
4148065;90;334;7014996;SANDÁLIA HAVAIANAS LUNA SPARKLE;1;F0
4148065;90;356;7014996;SANDÁLIA HAVAIANAS LUNA SPARKLE;4;F0
4148065;90;378;7014996;SANDÁLIA HAVAIANAS LUNA SPARKLE;5;F0
4148065;90;390;7014996;SANDÁLIA HAVAIANAS LUNA SPARKLE;2;F0
4148065;90;412;7014996;SANDÁLIA HAVAIANAS LUNA SPARKLE;Não recomenda;Não recomenda
4148065;3544;334;7014996;SANDÁLIA HAVAIANAS LUNA SPARKLE;1;F0
4148065;3544;356;7014996;SANDÁLIA HAVAIANAS LUNA SPARKLE;4;F0
4148065;3544;378;7014996;SANDÁLIA HAVAIANAS LUNA SPARKLE;5;F0
4148065;3544;390;7014996;SANDÁLIA HAVAIANAS LUNA SPARKLE;2;F0
4148065;3544;412;7014996;SANDÁLIA HAVAIANAS LUNA SPARKLE;Não recomenda;Não recomenda
