CATEGORIA;LINHA;FAMILIA;COD_MOD;COD_GRADE;DESC_MOD;COD_COR;DESC_COR;TAMANHO_ID;COLECAO;FABRICA_ORIGEM;NACIONALIDADE;MULTIPLO;EXCLUSIVO;DATA_LANCAMENTO;PRECO_ADULTO;PRECO_INFANTIL;COD_MOD_DE;COD_COR_DE;HERANCA;TIPO_PREVISAO;REDE_S|SE_COMPACTA;REDE_S|SE_QUIOSQUE;REDE_N|NE|CO_COMPACTA;REDE_N|NE|CO_QUIOSQUE;VOLUME_S|SE_FULL|COMPACTA;VOLUME_S|SE_QUIOSQUE;VOLUME_N|NE|CO_FULL|COMPACTA;VOLUME_N|NE|CO_QUIOSQUE;EXPERIENCIA;E-COMMERCE;CONCEPT;MORUMBI;LEBLON;CONCEPT_RIO;IGUATEMI;M0;M2;M3;M4;M39;M80;M81;M82;M83;M84;M85;M67;F0;F2;F80;F81;F82;F83;F84;F69;F70;J1;J2;J3;I0;I80;I81;I82;B0;B2;B80;B81;B82;HF1;F3;HF4;W11;W12;CS1;CS2;CS3;CS4
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4148041;7014989;SANDÁLIA HAVAIANAS YOU GLITTER;90;PRETO;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;33,33;;4135102;90;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4146087;7013598;SANDÁLIA HAVAIANAS YOU FLORIPA FC;5178;CINZA AÇO;SA33/42;CARRY OVER;A022;NACIONAL;12;;2021-08-01;45,83;;4137475;2090;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4146087;7013598;SANDÁLIA HAVAIANAS YOU FLORIPA FC;3544;ROSA;SA33/42;CARRY OVER;A022;NACIONAL;12;;2021-08-01;45,83;;4137475;2090;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4146087;7013598;SANDÁLIA HAVAIANAS YOU FLORIPA FC;154;AREIA;SA33/42;CARRY OVER;A022;NACIONAL;12;;2021-08-01;45,83;;4137475;154;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4146087;7013598;SANDÁLIA HAVAIANAS YOU FLORIPA FC;74;CINZA;SA33/42;COLEÇÃO 21/22;A022;NACIONAL;12;;;45,83;;4137475;57;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4148294;7015218;SANDÁLIA HAVAIANAS YOU ANGRA GLITTER;1750;ROSA VELUDO;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;33,33;;4147312;3544;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4148294;7015218;SANDÁLIA HAVAIANAS YOU ANGRA GLITTER;76;ROSA BALLET;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;33,33;;4147312;570;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4148294;7015218;SANDÁLIA HAVAIANAS YOU ANGRA GLITTER;121;BEGE PALHA;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;33,33;;4147312;3498;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4148294;7015218;SANDÁLIA HAVAIANAS YOU ANGRA GLITTER;90;PRETO;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;33,33;;4147312;90;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4148294;7015218;SANDÁLIA HAVAIANAS YOU ANGRA GLITTER;1976;FERRUGEM;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;33,33;;4147312;3544;1;DEFAULT;X;;;;;;;;;;;;;;;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147926;7014849;SANDÁLIA HAVAIANAS YOU ANGRA CRYSTAL;1750;VELVET ROSE;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-04-01;29,16;;4147238;3544;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147926;7014849;SANDÁLIA HAVAIANAS YOU ANGRA CRYSTAL;154;SAND GREY;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-04-01;29,16;;4147238;7598;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147926;7014849;SANDÁLIA HAVAIANAS YOU ANGRA CRYSTAL;1822;CITRONELA;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-04-01;29,16;;4147238;2404;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147238;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;74;NOVO GRAFITE;SA334/412;CARRY OVER;A022;NACIONAL;12;;2021-06-01;27,08;;4145824;90;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;x;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147238;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;2404;AZUL WATER;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;;27,08;;4145824;7600;0,8;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147238;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;3544;ROSA CROCUS;SA334/412;CARRY OVER;A022;NACIONAL;12;;2021-08-01;27,08;;4145824;3503;0,8;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;x;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147238;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;7598;AMARELO LIMAO;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;;27,08;;4145824;90;2;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147238;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;1809;CLAY;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;27,08;;4147238;2404;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;x;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147238;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;1801;PRISMA PURPLE;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;27,08;;4147238;2404;0,8;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;x;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147238;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;154;SAND GREY;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;27,08;;4147238;7598;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;x;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;CITY SANDALS;4147238;7014267;SANDÁLIA HAVAIANAS YOU ANGRA;1976;RUST;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;27,08;;4147238;3544;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;x;;;X;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;HEELS;4146317;7013554;SANDÁLIA HAVAIANAS WEDGES FC;90;PRETO;SA33/42;CARRY OVER;A022;NACIONAL;12;;2022-06-01;60,41;;4146317;90;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;
SANDÁLIAS;FEMININO;HEELS;4146317;7013554;SANDÁLIA HAVAIANAS WEDGES FC;570;DOURADO;SA33/42;CARRY OVER;A022;NACIONAL;12;;2022-06-01;60,41;;4146317;570;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;
SANDÁLIAS;FEMININO;HEELS;4146317;7013554;SANDÁLIA HAVAIANAS WEDGES FC;3544;ROSA CROCUS;SA33/42;CARRY OVER;A022;NACIONAL;12;;2022-06-01;60,41;;4146317;3544;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;
SANDÁLIAS;FEMININO;HEELS;4146317;7013554;SANDÁLIA HAVAIANAS WEDGES FC;5002;CINZA ACO/CINZA ACO;SA33/42;CARRY OVER;A022;NACIONAL;12;;;60,41;;4144537;5178;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;
SANDÁLIAS;MASCULINO;CASUAL;4147292;7014355;SANDÁLIA HAVAIANAS URBAN FUSION II;555;MARINHO;SA356/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;54,16;;4145752;89;0,7;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CASUAL;4147292;7014355;SANDÁLIA HAVAIANAS URBAN FUSION II;5647;CERÂMICA;SA356/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;54,16;;4145752;89;0,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CASUAL;4147292;7014355;SANDÁLIA HAVAIANAS URBAN FUSION II;3581;ROSE GOLD;SA356/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;54,16;;4145752;74;0,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;BEACH SANDALS;4144756;7012557;SANDÁLIA HAVAIANAS TWIST;90;PRETO;SA234/412;CARRY OVER;A022;NACIONAL;12;;2021-06-01;22,92;18,75;4144756;90;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;BEACH SANDALS;4144756;7012557;SANDÁLIA HAVAIANAS TWIST;154;AREIA;SA234/412;CARRY OVER;A022;NACIONAL;12;;2021-06-01;22,92;18,75;4144756;154;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CONCEITO;4103358;7003354;SANDÁLIA HAVAIANAS TREND;2620;CINZA GELO/NEVOA;SA356/456;COLEÇÃO 22/23;A133;NACIONAL;12;;2022-06-01;20,82;;4103358;9481;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CONCEITO;4103358;7003354;SANDÁLIA HAVAIANAS TREND;7663;PRETO/PRETO/CINZA AÇO;SA356/456;COLEÇÃO 22/23;A133;NACIONAL;12;;2022-06-01;20,82;;4103358;9481;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CONCEITO;4103358;7003354;SANDÁLIA HAVAIANAS TREND;2596;MARINHO/MARINHO/AZUL;SA356/456;COLEÇÃO 22/23;A133;NACIONAL;12;;2022-06-01;20,82;;4103358;9481;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CONCEITO;4103358;7003354;SANDÁLIA HAVAIANAS TREND;6349;BRANCO/BRANCO/MARINHO;SA356/456;COLEÇÃO 22/23;A133;NACIONAL;12;;2022-06-01;20,82;;4103358;9481;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CONCEITO;4103358;7003354;SANDÁLIA HAVAIANAS TREND;1411;VD LIMAO;SA356/456;CARRY OVER;A133;NACIONAL;12;;;20,82;;4103358;47;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CONCEITO;4103358;7003354;SANDÁLIA HAVAIANAS TREND;4426;AMARELO CITRICO/PRETO;SA356/456;CARRY OVER;A133;NACIONAL;12;;;20,82;;4103358;5968;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CONCEITO;4103358;7003354;SANDÁLIA HAVAIANAS TREND;9437;AREIA/AZUL INDIGO;SA356/456;CARRY OVER;A133;NACIONAL;12;;;20,82;;4103358;2495;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CONCEITO;4103358;7003354;SANDÁLIA HAVAIANAS TREND;9481;CINZA GELO/CINZA GELO/PRETO;SA356/456;CARRY OVER;A133;NACIONAL;12;;;20,82;;4103358;121;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;ENTRY PRICE;4001280;7005672;SANDÁLIA HAVAIANAS TRADICIONAL;31;AZUL;SA234/478;CARRY OVER;A022;NACIONAL;24;;2020-03-01;11,25;9,16;4001280;31;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;X;;X;X;X;X;X;X;X;X;;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;ENTRY PRICE;4001280;7005672;SANDÁLIA HAVAIANAS TRADICIONAL;90;PRETO;SA234/478;CARRY OVER;A022;NACIONAL;24;;2020-03-01;11,25;9,16;4001280;90;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;X;;X;X;X;X;X;X;X;X;;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;ENTRY PRICE;4001280;7005672;SANDÁLIA HAVAIANAS TRADICIONAL;5784;ROSA FLUX;SA234/478;CARRY OVER;A022;NACIONAL;24;;2020-03-01;11,25;9,16;4001280;5784;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;X;X;;X;X;X;X;X;X;X;X;;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;ENTRY PRICE;4001280;7005672;SANDÁLIA HAVAIANAS TRADICIONAL;2715;VERDE FOLHA;SA234/478;COLEÇÃO 22/23;A022;NACIONAL;24;;2022-03-01;11,25;9,16;4001280;2197;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;X;X;;X;X;X;X;X;X;X;X;;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;ENTRY PRICE;4001280;7005672;SANDÁLIA HAVAIANAS TRADICIONAL;2197;AMARELO CITRICO;SA334/478;CARRY OVER;A022;NACIONAL;24;;;11,25;9,16;4001280;2197;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;X;X;;X;X;X;X;X;X;X;X;;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4147114;-1;SANDÁLIA HAVAIANAS TRAD ZORI JOSHUA VIDES;133;PRETO/BRANCO;SA334/456;PRÉ VENDA;A297;NACIONAL;12;;;60,41;;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4146949;-1;SANDÁLIA HAVAIANAS TRAD ZORI BAPE;5178;CINZA AÇO;SA356/456;PRÉ VENDA;A297;NACIONAL;12;;;270,83;;0;0;1;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4146949;-1;SANDÁLIA HAVAIANAS TRAD ZORI BAPE;1;BRANCO;SA356/456;PRÉ VENDA;A297;NACIONAL;12;;;270,83;;0;0;1;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;SELECTED CHANNELS;4146859;7013830;SANDÁLIA HAVAIANAS TOP TWIN FIN FC;90;PRETO;SA234/456;COLEÇÃO 21/22;A022;NACIONAL;12;;;18,75;16,66;4127920;1030;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;SELECTED CHANNELS;4146859;7013830;SANDÁLIA HAVAIANAS TOP TWIN FIN FC;1069;PRETO/PRETO;SA356/456;COLEÇÃO 21/22;A022;NACIONAL;12;;;18,75;16,66;4127920;7854;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PRIDE;4145742;7013727;SANDÁLIA HAVAIANAS TOP PRIDE ALL OVER;31;AZUL;SA334/456;CARRY OVER;A022;NACIONAL;12;;2021-04-01;31,25;;4145742;31;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;X;;X;X;X;X;X;X;X;X;;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PRIDE;4146673;7013770;SANDÁLIA HAVAIANAS TOP PRIDE;1;BRANCO;SA334/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-04-01;25,00;;4146673;1069;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PRIDE;4146673;7013770;SANDÁLIA HAVAIANAS TOP PRIDE;1069;PRETO/PRETO;SA334/456;COLEÇÃO 21/22;A022;NACIONAL;12;;;25,00;;4146673;90;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;X;;X;X;X;X;X;X;X;X;;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;LICENÇA;4148238;7015100;SANDÁLIA HAVAIANAS TOP ONE PIECE;1808;AZUL TRANQUILIDADE;SA356/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;25,00;;4146300;3498;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;X;X;X;;X;X;X;;X;X;X;;X;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;LICENÇA;4148238;7015100;SANDÁLIA HAVAIANAS TOP ONE PIECE;1976;FERRUGEM;SA356/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;25,00;;4146300;3498;1;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;X;X;X;;X;X;X;;X;X;X;;X;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CONCEITO;4137126;7010497;SANDÁLIA HAVAIANAS TOP NAUTICAL;8009;BEIGE/NAVY BLUE;SA356/456;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-06-01;22,08;17,91;4137126;9402;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CONCEITO;4137126;7010497;SANDÁLIA HAVAIANAS TOP NAUTICAL;3525;NAVY BLUE/WHITE/NAVY BLUE;SA356/456;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-06-01;22,08;17,91;4137126;9402;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CONCEITO;4137126;7010497;SANDÁLIA HAVAIANAS TOP NAUTICAL;4983;MARINHO/BRANCO/MARINHO;SA234/456;CARRY OVER;A055;NACIONAL;12;;;22,08;17,91;4137126;6359;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;CONCEITO;4137126;7010497;SANDÁLIA HAVAIANAS TOP NAUTICAL;9402;BRANCO/MARINHO/MOSTARDA;SA356/456;CARRY OVER;A055;NACIONAL;12;;;22,08;17,91;4137126;1523;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;LICENÇA;4146300;7013550;SANDÁLIA HAVAIANAS TOP NARUTO FC;3498;CINZA GELO;SA356/456;CARRY OVER;A055;NACIONAL;12;;;22,91;;4146300;5774;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;LICENÇA;4146300;7013550;SANDÁLIA HAVAIANAS TOP NARUTO FC;90;PRETO;SA356/456;CARRY OVER;A055;NACIONAL;12;;;22,91;;4146300;5774;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;LICENÇA;4146300;7013710;SANDÁLIA HAVAIANAS TOP NARUTO FC;5647;CERÂMICA;SA356/456;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-09-01;22,91;;4146300;3498;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;LICENÇA;4146300;7013710;SANDÁLIA HAVAIANAS TOP NARUTO FC;1069;PRETO/PRETO;SA356/456;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-09-01;22,91;;4146300;90;2;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;BRASIL;4147594;7014580;SANDÁLIA HAVAIANAS TOP MIX BRASIL;90;PRETO;SA334/456;CARRY OVER;A022;NACIONAL;12;;;20,83;;4110850;1069;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;BRASIL;4147594;7014580;SANDÁLIA HAVAIANAS TOP MIX BRASIL;2711;AZUL NAVAL;SA334/456;CARRY OVER;A022;NACIONAL;12;;;20,83;;4110850;2711;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;BRASIL;4147594;7014580;SANDÁLIA HAVAIANAS TOP MIX BRASIL;1;BRANCO;SA334/456;CARRY OVER;A022;NACIONAL;12;;;20,83;;4110850;1;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
