CATEGORIA;LINHA;FAMILIA;COD_MOD;COD_GRADE;DESC_MOD;COD_COR;DESC_COR;TAMANHO_ID;COLECAO;FABRICA_ORIGEM;NACIONALIDADE;MULTIPLO;EXCLUSIVO;DATA_LANCAMENTO;PRECO_ADULTO;PRECO_INFANTIL;COD_MOD_DE;COD_COR_DE;HERANCA;TIPO_PREVISAO;REDE_S|SE_COMPACTA;REDE_S|SE_QUIOSQUE;REDE_N|NE|CO_COMPACTA;REDE_N|NE|CO_QUIOSQUE;VOLUME_S|SE_FULL|COMPACTA;VOLUME_S|SE_QUIOSQUE;VOLUME_N|NE|CO_FULL|COMPACTA;VOLUME_N|NE|CO_QUIOSQUE;EXPERIENCIA;E-COMMERCE;CONCEPT;MORUMBI;LEBLON;CONCEPT_RIO;IGUATEMI;M0;M2;M3;M4;M39;M80;M81;M82;M83;M84;M85;M67;F0;F2;F80;F81;F82;F83;F84;F69;F70;J1;J2;J3;I0;I80;I81;I82;B0;B2;B80;B81;B82;HF1;F3;HF4;W11;W12;CS1;CS2;CS3;CS4
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4148370;TBD;SANDÁLIA HAVAIANAS NASCER DE VERÃO;121;BEGE PALHA;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;;;0;0;;DEFAULT;;;;;;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4148486; ;SANDÁLIA HAVAIANAS FARM MADE IN BRAZIL 23;1976;FERRUGEM;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;;;0;0;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4148481;7015747;SANDÁLIA HAVAIANAS SLIM SQUARED FIREWORKS;121;BEGE PALHA;SA334/456;COLEÇÃO 22/23;A022;NACIONAL;12;;;20,83;;4148301;1;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;PROJETO ESPECIAL;4148481;7015747;SANDÁLIA HAVAIANAS SLIM SQUARED FIREWORKS;1976;FERRUGEM;SA334/456;COLEÇÃO 22/23;A022;NACIONAL;12;;;20,83;;4148301;1;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;SLIM;4148551;7015807;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER II;5178;CINZA AÇO;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;27,08;;4145643;129;1;DEFAULT;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;SLIM;4148551;7015807;SANDÁLIA HAVAIANAS SLIM SQUARE GLITTER II;154;AREIA;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;27,08;;4145643;154;1;DEFAULT;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;CLOG;4148462;7016299;BABY CLOG PEPPA PIG;1749;PINK LEMONADE;SA178/256C;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-10-01;62,48;62,5;4140577;129;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;;;;
SANDÁLIAS;KIDS/BABY;CLOG;4148462;7016299;BABY CLOG PEPPA PIG;1822;CITRONELA;SA178/256C;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-10-01;62,48;62,5;4140577;129;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;;;;
SANDÁLIAS;KIDS/BABY;CLOG;4148460;7016525;KIDS CLOG MARVEL;74;NOVO GRAFITE;SA234/356;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-10-01;83,33;83,33;4140577;129;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;X;X;;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;CLOG;4148460;7016525;KIDS CLOG MARVEL;555;MARINHO;SA234/356;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-10-01;83,33;83,33;4140577;129;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;X;X;;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;CLOG;4148463;7016212;KIDS CLOG PRINCESAS;1801;ROXO PRISMA;SA234/356;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-10-01;83,33;83,33;4140577;129;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;X;X;;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;CLOG;4148463;7016212;KIDS CLOG PRINCESAS;1766;CIBER PINK;SA234/356;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-10-01;83,33;83,33;4140577;129;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;X;X;;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;LICENÇA;4139412;7010825;SANDÁLIA HAVAIANAS TOP DISNEY;3471;BRANCO/PRETO/PRETO;SA234/478;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-10-01;16,66;14,58;4139412;31;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;LICENÇA;4139412;7010825;SANDÁLIA HAVAIANAS TOP DISNEY;1804;VENTO;SA234/478;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-10-01;16,66;14,58;4139412;129;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;LICENÇA;4139412;7010825;SANDÁLIA HAVAIANAS TOP DISNEY;9898;ROSA/ROSA;SA234/478;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-10-01;16,66;14,58;4139412;5778;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;SELECTED CHANNELS;4147884;7014798;SANDÁLIA HAVAIANAS TOP CRASH MIX;6;PRETO/CINZA;SA356/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;25;;4144539;1;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;X;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;SELECTED CHANNELS;4147884;7014798;SANDÁLIA HAVAIANAS TOP CRASH MIX;133;PRETO/BRANCO;SA356/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;25;;4144539;1;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;X;X;X;X;X;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;BRASIL;4145745;7013208;SANDÁLIAS HAVAIANAS BRASIL FRESH;7662;PRETO/PRETO/VERDE FOLHA;SA334/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;20,83;;4147594;90;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;BRASIL;4145745;7013208;SANDÁLIAS HAVAIANAS BRASIL FRESH;2711;AZUL NAVAL;SA334/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;20,83;;4147594;1;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;BRASIL;4145745;7013208;SANDÁLIAS HAVAIANAS BRASIL FRESH;4108;BRANCO/BRANCO/CINZA;SA334/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;20,83;;4147594;2619;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;BRASIL;4145745;7013208;SANDÁLIAS HAVAIANAS BRASIL FRESH;4622;ROSA GUM;SA334/456;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-09-01;20,83;;4147594;2711;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;BRASIL;4148607;7015858;SANDÁLIAS HAVAIANAS BRASIL 10;2197;AMARELO CÍTRICO;SA356/456;COLEÇÃO 22/23;A022;NACIONAL;12;;;12,5;;4110850;1;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;;X;X;X;X;X;X;X;;X;X;X;;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;LOGOMANIA;4148449;7015657;SANDÁLIAS HAVAIANAS TOP LOGOMANIA FASHION;90;PRETO;SA334/478;COLEÇÃO 22/23;A022;NACIONAL;12;;;0;;4145741;31;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;LOGOMANIA;4148449;7015657;SANDÁLIAS HAVAIANAS TOP LOGOMANIA FASHION;555;MARINHO;SA334/478;COLEÇÃO 22/23;A022;NACIONAL;12;;;0;;4145741;121;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;LOGOMANIA;4148449;7015657;SANDÁLIAS HAVAIANAS TOP LOGOMANIA FASHION;869;MUSGO;SA334/478;COLEÇÃO 22/23;A022;NACIONAL;12;;;0;;4145741;7103;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4148476;TBD;SANDÁLIA AHAVAIANAS SLIM COLORS;121;BEGE PALHA;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;;;4147594;90;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4148476;TBD;SANDÁLIA AHAVAIANAS SLIM COLORS;8747;AZUL;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;;;4147594;90;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4147122;TBD;SANDÁLIA AHAVAIANAS SLIM GLITTER FLOURISH;5217;MACARON PINK;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;;;4147594;90;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4147122;TBD;SANDÁLIA AHAVAIANAS SLIM GLITTER FLOURISH;1671;AZUL NAUTICO;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;;;4147594;90;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4147122;TBD;SANDÁLIA AHAVAIANAS SLIM GLITTER FLOURISH;2297;PURPURA;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;;;4147594;90;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4147122;TBD;SANDÁLIA AHAVAIANAS SLIM GLITTER FLOURISH;6617;VERDE JARDIM;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;;;4147594;90;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE;4147579;-1;MULE ESTAMPADA ISAAC SILVA;555;MARINHO;SO34/42;PROJETO ESPECIAL;A297;NACIONAL;12;;;58,33;;4145576;90;;DEFAULT;x;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE;4145587;-1;MULE HAVAIANAS;213;CORAL;SO33/44;CARRY OVER;A026;NACIONAL;12;;2020-06-01;41,66;;4144294;20;;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE;4145587;-1;MULE HAVAIANAS;2270;ULTRAMAR;SO33/44;CARRY OVER;A026;NACIONAL;12;;2020-06-01;41,66;;4144294;869;;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE LOAFER;4145576;-1;MULE LOAFER HAVAIANAS PRINT;305;CARAMELO;SO33/40;CARRY OVER;A026;NACIONAL;12;;2020-06-01;54,16;;4144293;2565;;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE LOAFER;4145576;-1;MULE LOAFER HAVAIANAS PRINT;90;PRETO;SO33/40;CARRY OVER;A026;NACIONAL;12;;2020-06-01;54,16;;4144293;2565;;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;FLATFORM LOAFER;4144508;-1;ALPARGATA HAVAIANAS FLATFORM LOAFER;154;AREIA;SO33/40;CARRY OVER;A026;NACIONAL;12;x;;58,33;;4144508;154;;DEFAULT;;;;;X;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;FLATFORM LOAFER;4144508;-1;ALPARGATA HAVAIANAS FLATFORM LOAFER;46;ROSA;SO33/40;CARRY OVER;A026;NACIONAL;12;x;;58,33;;4144508;46;;DEFAULT;;;;;X;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;FLATFORM LOAFER;4144508;-1;ALPARGATA HAVAIANAS FLATFORM LOAFER;31;AZUL;SO33/40;CARRY OVER;A026;NACIONAL;12;x;;58,33;;4144508;31;;DEFAULT;;;;;X;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE FLATFORM;4144507;-1;ALPARGATA HAVAIANAS FLATFORM MULE;154;AREIA;SO33/40;CARRY OVER;A026;NACIONAL;12;x;;54,16;;4144507;154;;DEFAULT;;;;;X;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE FLATFORM;4144507;-1;ALPARGATA HAVAIANAS FLATFORM MULE;46;ROSA;SO33/40;CARRY OVER;A026;NACIONAL;12;x;;54,16;;4144507;46;;DEFAULT;;;;;X;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;ESPADRILLE MATERIAL;4145548;-1;ALPARGATA HAVAIANAS FRESH;602;ROXO IRIS;SO33/40;COLEÇÃO 21/22;A026;NACIONAL;12;;;58,33;;4145548;378;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;ESPADRILLE MATERIAL;4145548;-1;ALPARGATA HAVAIANAS FRESH;31;AZUL;SO33/40;COLEÇÃO 21/22;A026;NACIONAL;12;;;58,33;;4145548;764;;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;ESPADRILLE;4145548;-1;ESPADRILLE HAVAIANAS FRESH;90;PRETO;SO33/40;CARRY OVER;A026;NACIONAL;12;;;58,33;;4144294;90;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE;4145587;-1;MULE HAVAIANAS;427;CRU;SO33/44;CARRY OVER;A026;NACIONAL;12;;2021-05-01;41,66;;4144294;427;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE;4145587;-1;MULE HAVAIANAS;90;PRETO;SO33/44;CARRY OVER;A026;NACIONAL;12;;2021-05-01;41,66;;4144294;90;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE;4145587;-1;MULE HAVAIANAS;1440;VERMELHO APACHE;SO33/44;COLEÇÃO 21/22;A026;NACIONAL;12;;2021-05-01;41,66;;4145587;213;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE;4145587;-1;MULE HAVAIANAS;4755;CORAL SPARK;SO33/44;COLEÇÃO 21/22;A026;NACIONAL;12;;2021-05-01;41,66;;4145587;213;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE;4145587;-1;MULE HAVAIANAS;602;ROXO IRIS;SO33/44;COLEÇÃO 21/22;A026;NACIONAL;12;;2021-05-01;41,66;;4145587;2270;;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;FLATFORM;4145543;-1;ALPARGATA HAVAIANAS CLASSIC FLATFORM;154;AREIA;SO33/40;COLEÇÃO 21/22;A026;NACIONAL;12;;;66,66;;4145543;90;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;FLATFORM;4145543;-1;ALPARGATA HAVAIANAS CLASSIC FLATFORM;555;MARINHO;SO33/40;COLEÇÃO 21/22;A026;NACIONAL;12;;;66,66;;4145543;706;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE LOAFER;4145576;-1;MULE LOAFER HAVAIANAS PRINT;2078;VERDE TROPICAL;SO33/40;COLEÇÃO 21/22;A026;NACIONAL;12;;2021-06-01;54,16;;4145576;305;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE LOAFER;4145576;-1;MULE LOAFER HAVAIANAS PRINT;555;MARINHO;SO33/40;COLEÇÃO 21/22;A026;NACIONAL;12;;2021-06-01;54,16;;4145576;305;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE LOAFER;4145576;-1;MULE LOAFER HAVAIANAS PRINT;2088;ROSA NOVO MESCLA;SO33/40;COLEÇÃO 21/22;A026;NACIONAL;12;;2021-06-01;54,16;;4145576;90;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;ESPADRILLE SOLID;4146950;-1;ESPADRILLE HAVAIANAS II;90;PRETO;SO33/44;COLEÇÃO 21/22;A026;NACIONAL;12;;;41,66;;4145542;90;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;ESPADRILLE SOLID;4146950;-1;ESPADRILLE HAVAIANAS II;555;MARINHO;SO33/44;COLEÇÃO 21/22;A026;NACIONAL;12;;;41,66;;4145542;555;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;ESPADRILLE SOLID;4146950;-1;ESPADRILLE HAVAIANAS II;1;BRANCO;SO33/44;COLEÇÃO 21/22;A026;NACIONAL;12;;;41,66;;4145542;1;;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;ESPADRILLE SOLID;4146950;-1;ESPADRILLE HAVAIANAS II;129;ROSA CRISTAL;SO33/44;COLEÇÃO 21/22;A026;NACIONAL;12;;;41,66;;4145542;7684;;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;ESPADRILLE SOLID;4146950;-1;ESPADRILLE HAVAIANAS II;891;OLIVA;SO33/44;COLEÇÃO 21/22;A026;NACIONAL;12;;;41,66;;4145542;764;;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE EVOLUTION;4146957;-1;MULE HAVAIANAS EVOLUTION;427;CRU;SO33/40;COLEÇÃO 21/22;A026;NACIONAL;12;;;54,16;;4145587;427;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE EVOLUTION;4146957;-1;MULE HAVAIANAS EVOLUTION;90;PRETO;SO33/40;COLEÇÃO 21/22;A026;NACIONAL;12;;;54,16;;4145587;90;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE EVOLUTION;4146957;-1;MULE HAVAIANAS EVOLUTION;869;MUSGO;SO33/40;COLEÇÃO 21/22;A026;NACIONAL;12;;;54,16;;4145587;213;;DEFAULT;X;;X;;X;;X;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE EVOLUTION;4146957;-1;MULE HAVAIANAS EVOLUTION;2090;VERM RUBI;SO33/40;COLEÇÃO 21/22;A026;NACIONAL;12;;;54,16;;4145587;2270;;DEFAULT;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE JOY;4146956;-1;MULE HAVAIANAS JOY;2565;MARINHO/CRU;SO33/40;COLEÇÃO 21/22;A026;NACIONAL;12;;;54,16;;4144507;154;;DEFAULT;X;;;;X;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE JOY;4146956;-1;MULE HAVAIANAS JOY;427;BEGE;SO33/40;COLEÇÃO 21/22;A026;NACIONAL;12;;;54,16;;4144507;46;;DEFAULT;X;;;;X;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE RESORT;4146958;-1;MULE HAVAIANAS RESORT;89;AZUL INDIGO;SO33/44;COLEÇÃO 21/22;A026;NACIONAL;12;;2021-09-01;50;;4145548;90;;DEFAULT;X;;;;X;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;MULE RESORT;4146958;-1;MULE HAVAIANAS RESORT;427;CRU;SO33/44;COLEÇÃO 21/22;A026;NACIONAL;12;;2021-09-01;50;;4145548;764;;DEFAULT;X;;;;X;;;;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOUL COLLECTION;SOUL COLLECTION;ORIGENS;4146312;-1;HAVAIANAS TNS COLORS;112;PINK;SO33/44;CARRY OVER;A026;NACIONAL;12;;2021-09-01;90,9;;-1;-1;;DEFAULT;;;;;;;;;x;;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
